kag_master_name,kag_master_artist,kag_master_genre,kag_master_daneceability,kag_master_energy,kag_master_key,kag_master_loudness,kag_master_mode,kag_master_speechiness,kag_master_acousticness,kag_master_instrumentalness,kag_master_liveness,kag_master_valence,kag_master_tempo,kag_master_pop,kag_master_spotify_id,kag_master_release_date,kag_master_year
Oh Shala Oh Shala,Yuvan Shankar Raja,k-pop,0.717,0.624,1,-7.096,1,0.0381,0.0754,0.000762,0.0989,0.472,159.926,1,3P6zRJ409f09GI1iNwjcpa,2010-06-16,2010
Yedho Ondru Ennai,Yuvan Shankar Raja,k-pop,0.858,0.447,10,-7.917,1,0.0343,0.67,9.19e-05,0.0738,0.256,119.98,1,3c1tJAYgROZEdqRfm7Wsny,2010-11-22,2010
Pied Piper,BTS,k-pop,0.583,0.712,2,-4.942,0,0.0326,0.2,0.0,0.268,0.778,94.051,1,1ZPeaPDjQOOC8hw1mNjyjF,2017-09-18,2017
HOME,BTS,k-pop,0.633,0.799,7,-4.625,0,0.0427,0.0144,0.0,0.194,0.534,142.991,1,6Yc3tjFCVR2bfAQFRTZBef,2019-04-12,2019
Gone,ROSÉ,k-pop,0.647,0.377,6,-6.003,1,0.0375,0.594,0.0,0.0768,0.653,79.936,1,2dHoVW9AxJVSRebPRyV2aA,2021-03-12,2021
LOVE DIVE,IVE,k-pop,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,1,0Q5VnK2DYzRyfqQRJuUtvi,2022-04-05,2022
On The Ground,ROSÉ,k-pop,0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7,1,2pn8dNVSpYnAtlKFC8Q0DJ,2021-03-12,2021
ZOOM,Jessi,k-pop,0.874,0.6,6,-6.064,1,0.158,0.00942,0.0,0.126,0.457,100.012,1,4IaxDf2FixiQXq0mW7key9,2022-04-13,2022
ON,BTS,k-pop,0.583,0.817,9,-5.146,0,0.099,0.118,0.0,0.338,0.437,105.935,1,0fZRNhPJ4AGmwY7rkpdbqK,2020-02-21,2020
Black Swan,BTS,k-pop,0.719,0.757,2,-5.167,0,0.0849,0.137,0.0,0.129,0.489,147.024,1,2EmcTFQ1rM11wp2ztsXTHa,2020-02-21,2020
First Class,Jack Harlow,k-pop,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,1,0wHFktze2PHC5jDt3B17DC,2022-05-06,2022
Maria,Hwa Sa,k-pop,0.658,0.749,9,-2.967,0,0.0634,0.238,2.03e-06,0.272,0.442,128.909,1,0ZeGfEAL5Rl4pd5LZBGuEK,2020-06-29,2020
PLAYING WITH FIRE,BLACKPINK,k-pop,0.706,0.756,4,-4.405,0,0.0845,0.0392,0.0,0.18,0.676,97.098,1,7qmvLmX9tyaTiBAVNI6YEn,2016-11-01,2016
WHISTLE,BLACKPINK,k-pop,0.818,0.723,11,-4.82,1,0.114,0.00561,0.0,0.0866,0.607,102.945,1,6NEoeBLQbOMw92qMeLfI40,2016-08-08,2016
Churchill Downs,Jack Harlow;Drake,k-pop,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,1,3EMp20j5E42MxfFbsEsIvD,2022-05-06,2022
Yours,JIN,k-pop,0.488,0.427,6,-7.383,1,0.0382,0.354,0.0,0.0797,0.157,72.035,1,66sBTYlkaiyBwf4fhbIHlZ,2021-11-07,2021
MANIAC,Stray Kids,k-pop,0.581,0.8,1,-2.613,1,0.411,0.154,0.0,0.0697,0.709,119.872,1,63irPUP3xB74fHdw1Aw9zR,2022-03-18,2022
FEVER,ENHYPEN,k-pop,0.6,0.713,6,-5.079,0,0.0592,0.0642,0.0,0.142,0.471,72.999,1,0UzymivvUH5s8z4PeWZJaK,2021-04-26,2021
MORE,j-hope,k-pop,0.783,0.722,2,-4.864,1,0.0357,0.00537,0.00209,0.105,0.306,97.031,1,7GARzfC1mwhDuk4t9WOACq,2022-07-15,2022
CASE 143,Stray Kids,k-pop,0.812,0.89,6,-2.661,0,0.209,0.0961,0.0,0.0222,0.69,100.006,1,3O8G8eVrhfXTGttyQ1xVuq,2022-10-07,2022
Polaroid Love,ENHYPEN,k-pop,0.738,0.67,7,-3.766,0,0.0439,0.458,0.0,0.361,0.651,138.055,1,5elW2CKSoqjYoJ32AGDxf1,2022-01-10,2022
LOCO,ITZY,k-pop,0.759,0.886,1,-3.067,1,0.187,0.0103,2.04e-05,0.342,0.489,102.065,1,56Yxkm62GtEpnPyG7TvwLY,2021-09-24,2021
The Feels,TWICE,k-pop,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,120.044,1,308Ir17KlNdlrbVLHWhlLe,2021-11-12,2021
Good Boy Gone Bad,TOMORROW X TOGETHER,k-pop,0.475,0.695,1,-5.919,1,0.102,0.0159,0.0,0.125,0.552,100.009,1,1HsSIPLTQT354yJcQGfEY3,2022-05-09,2022
CHEERS,SEVENTEEN,k-pop,0.74,0.848,2,-4.697,1,0.097,0.306,0.0,0.193,0.881,159.991,1,1pdFdv8R6ezIAUUNkn785b,2022-07-18,2022
DNA,BTS,k-pop,0.599,0.775,1,-4.018,0,0.0543,0.0217,0.0,0.0678,0.696,129.817,1,3uRLwBjI2TahxslcMTvpFs,2017-09-18,2017
Mikrokosmos,BTS,k-pop,0.579,0.858,8,-5.212,1,0.114,0.125,0.0,0.0502,0.475,174.043,1,0jSccBRnhNU4KtACMQPvco,2019-04-12,2019
Magic Shop,BTS,k-pop,0.531,0.661,1,-5.836,1,0.0907,0.103,0.0,0.0779,0.278,149.934,1,5MTGPkmiUuud9NkA0sl2nI,2018-05-18,2018
Thunderous,Stray Kids,k-pop,0.601,0.786,1,-3.706,1,0.234,0.213,0.0,0.209,0.79,172.156,1,0nwTMzpatarzvLvtwwzdCt,2021-08-23,2021
Epiphany,BTS,k-pop,0.508,0.559,2,-6.366,0,0.0276,0.288,0.0,0.131,0.329,135.866,1,6L88EH68XwlaXwvChlTS41,2018-08-24,2018
Nail Tech,Jack Harlow,k-pop,0.647,0.581,4,-7.678,0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,1,3ioJs8DQw527GmqJIp5gZG,2022-05-06,2022
I Need U,BTS,k-pop,0.478,0.88,5,-3.097,0,0.0739,0.0213,0.0,0.24,0.707,158.356,1,3wQnyXNFXNUEOBt1pb4urq,2015-04-29,2015
Pia.. Pia..,Vijay Antony,k-pop,0.551,0.929,4,-8.051,0,0.229,0.256,0.000536,0.142,0.61,144.427,1,41jTngKME76TNpR6WSxAZV,2009-07-13,2009
We are Bulletproof : the Eternal,BTS,k-pop,0.522,0.574,9,-5.225,0,0.0317,0.224,0.0,0.108,0.176,84.044,1,133ocfbXXG4HTk76qgSeUb,2020-02-21,2020
Born Singer,BTS,k-pop,0.602,0.841,8,-3.334,0,0.109,0.0354,0.0,0.235,0.684,157.937,1,1IthE5GNiRzFN5CVaCa445,2022-06-10,2022
Burning Up (Fire),BTS,k-pop,0.626,0.706,10,-3.201,0,0.0596,0.00225,0.0,0.122,0.534,99.939,1,0aE3V0zgSD2YwkEHW42gxG,2016-05-02,2016
Psycho,Red Velvet,k-pop,0.664,0.666,8,-2.203,1,0.0446,0.193,0.0,0.0854,0.405,139.987,1,3CYH422oy1cZNoo0GTG1TK,2019-12-23,2019
What is Love,TWICE,k-pop,0.574,0.909,8,-1.573,1,0.0658,0.0987,0.0,0.264,0.569,169.966,1,3zhbXKFjUDw40pTYyCgt1Y,2018-07-09,2018
I CAN'T STOP ME,TWICE,k-pop,0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084,1,37ZtpRBkHcaq6hHy0X98zn,2020-10-26,2020
Anti-Romantic,TOMORROW X TOGETHER,k-pop,0.641,0.489,0,-8.668,0,0.11,0.0509,0.0,0.071,0.206,142.977,1,44tTqUi3xi7E28QLzHVdUA,2021-05-31,2021
Serendipity - Full Length Edition,BTS,k-pop,0.422,0.578,8,-7.524,1,0.0548,0.443,0.0,0.231,0.227,128.921,1,1dS4l6xmdgEhCZTAhdOm4N,2018-08-24,2018
Way Back Home,SHAUN,k-pop,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913,1,1ZLrDPgR7mvuTco3rQK8Pk,2018-12-21,2018
TOMBOY,(G)I-DLE,k-pop,0.755,0.87,1,-2.414,0,0.0936,0.00988,0.0,0.0917,0.645,124.032,1,5L7MoCA875qqRJoKnGCxkE,2022-03-14,2022
God’s Menu,Stray Kids,k-pop,0.689,0.771,5,-3.618,1,0.0548,0.00776,0.0,0.521,0.482,157.052,1,4XPXrcpyNr30Km6aPiflJy,2020-06-17,2020
dimple,BTS,k-pop,0.612,0.844,5,-4.694,0,0.0757,0.14,0.0,0.289,0.652,134.872,1,6pp6xf9zS55GD4nr318XUH,2017-09-18,2017
Save Me,BTS,k-pop,0.613,0.822,1,-3.48,1,0.062,0.0269,0.0,0.0783,0.54,139.936,1,7bxGcILuAjkZzaveU28ZJS,2016-05-02,2016
Blue & Grey,BTS,k-pop,0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953,1,7Ki0hse0IfXEcXUlpyECbJ,2020-11-20,2020
Airplane pt.2,BTS,k-pop,0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979,1,4lAE47gj539h8R1yxPhhGG,2018-05-18,2018
Film out,BTS,k-pop,0.499,0.709,10,-6.404,1,0.134,0.296,0.0,0.331,0.314,164.032,1,3UHPGOkUcE4hE7sqBF4Snt,2021-04-01,2021
Make It Right,BTS,k-pop,0.639,0.706,7,-7.874,1,0.448,0.0104,0.0,0.132,0.259,105.782,1,3LSjYk6sFQaLi0MjtWcm8P,2019-04-12,2019
Not Today,BTS,k-pop,0.593,0.945,8,-3.408,1,0.126,0.00174,0.0,0.923,0.674,110.023,1,3wyrhwPpV8uhMMEms4vG3X,2017-02-13,2017
Louder than bombs,BTS,k-pop,0.643,0.667,0,-6.947,0,0.151,0.0432,0.0,0.0904,0.478,145.999,1,4Aw8n6r2vuU0KUo1a2nftp,2020-02-21,2020
_WORLD,SEVENTEEN,k-pop,0.709,0.809,2,-3.198,0,0.0541,0.312,0.0,0.0899,0.788,111.01,1,3QwiidVHfeE9y5jl4n2MTC,2022-07-18,2022
Yet To Come (Hyundai Ver.),BTS,k-pop,0.508,0.842,1,-3.992,1,0.0612,0.078,0.0,0.0858,0.44,86.041,1,4ncTUgTfUV3wrjTPzKvn01,2022-09-23,2022
00:00 (Zero O’Clock),BTS,k-pop,0.56,0.547,1,-6.456,1,0.0675,0.0806,0.0,0.11,0.199,157.962,1,6fqaMyg066xlukvUJWdM2T,2020-02-21,2020
Friends,BTS,k-pop,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.649,79.979,1,5RjUtRlDonw3TBgGGMLC5b,2020-02-21,2020
Vaanam,Yuvan Shankar Raja,k-pop,0.573,0.549,0,-4.448,0,0.0269,0.269,8.97e-05,0.383,0.311,113.99,1,3Vjfh7FoOIg6lRDsFNbVv7,2010-11-28,2010
Mmmh,KAI,k-pop,0.659,0.718,7,-5.607,0,0.0507,0.202,1.01e-06,0.2,0.297,136.96,1,5dntGTbUtmUO239wQ0k3yM,2020-11-30,2020
My Time,BTS,k-pop,0.674,0.641,0,-5.139,0,0.0339,0.149,0.0,0.0925,0.664,99.91,1,0YJFlxeHMUr9MxSDQVuQJA,2020-02-21,2020
LOVE SCENARIO,iKON,k-pop,0.806,0.707,7,-4.623,1,0.0307,0.331,0.0,0.294,0.746,118.009,1,3d3ELsqKlQ7WA0a10Isu3l,2018-01-25,2018
"Red Lights (Bang Chan, Hyunjin)",Stray Kids,k-pop,0.707,0.74,11,-4.311,0,0.0509,0.179,0.0,0.612,0.336,127.974,1,0LatE4S9UtCDwIdGQsFFKL,2021-08-23,2021
"TASTE (Lee Know, Hyunjin, Felix)",Stray Kids,k-pop,0.626,0.623,6,-5.718,0,0.0653,0.0559,0.0,0.199,0.123,140.209,1,05ib88vsMeLfwlAfrZyz99,2022-10-07,2022
ELEVEN,IVE,k-pop,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,1,7n2FZQsaLb7ZRfRPfEeIvr,2021-12-01,2021
WANNABE,ITZY,k-pop,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035,1,4pspYVQGFHLPEFgQPD1J7e,2020-03-09,2020
Go Go,BTS,k-pop,0.856,0.617,10,-5.308,0,0.084,0.171,0.0,0.0857,0.759,136.081,1,5vOT8VO87TAnUjh0oADwb1,2017-09-18,2017
Aapke Pyaar Mein Hum,Alka Yagnik,k-pop,0.425,0.708,7,-9.813,0,0.0765,0.606,6.71e-06,0.134,0.773,77.7,1,7rlUYt3JTteF5OqEnx1UYf,2002-02-01,2002
Drunk-Dazed,ENHYPEN,k-pop,0.599,0.869,5,-5.174,0,0.0618,0.000707,0.0,0.0911,0.453,132.889,1,1wcr8DjnN59Awev8nnKpQ4,2021-04-26,2021
LO$ER=LO♡ER,TOMORROW X TOGETHER,k-pop,0.644,0.867,11,-4.18,0,0.0383,0.001,0.0,0.105,0.687,124.997,1,21aOLk12MksET8AsbU0SI6,2021-08-17,2021
SNEAKERS,ITZY,k-pop,0.935,0.849,7,-3.047,1,0.0779,0.0192,0.0,0.0223,0.551,119.986,1,2WoluqyWzsgRmFCeHeGlnm,2022-07-15,2022
Rock with you,SEVENTEEN,k-pop,0.621,0.816,11,-5.242,1,0.104,0.0966,0.0,0.134,0.694,163.966,1,6LnEoRQKMcaFTR5UvaKuBy,2021-10-22,2021
Fine,TAEYEON,k-pop,0.36,0.565,7,-4.898,1,0.0608,0.358,0.0,0.0448,0.311,173.281,1,6CdUgvL597jWmW4w8P5kHs,2017-02-28,2017
"Thuli Thuli (From ""Paiya"")",Yuvan Shankar Raja;Haricharan;Tanvi Shah,k-pop,0.706,0.528,7,-7.431,0,0.0312,0.257,0.0019,0.112,0.634,92.021,1,3YfG9ch4qcYbDhwVtDuzQm,2018-08-31,2018
Blue Hour,TOMORROW X TOGETHER,k-pop,0.71,0.82,3,-4.362,0,0.0836,0.00962,0.0,0.0871,0.746,112.005,1,3ObPkJQAgjAhTwYvDhPrAW,2020-10-26,2020
DICE,NMIXX,k-pop,0.556,0.798,7,-3.331,1,0.254,0.0848,0.0,0.33,0.628,131.096,1,5aaE27JUylnG7aPtGJPrrC,2022-09-19,2022
0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,k-pop,0.584,0.836,0,-4.925,1,0.079,0.0558,0.0,0.0663,0.484,104.973,1,1Z8TPHiKeCUyClxV6WTTIf,2021-05-31,2021
"3RACHA (Bang Chan, Changbin, HAN)",Stray Kids,k-pop,0.721,0.856,0,-3.117,0,0.301,0.229,0.0,0.0853,0.627,142.068,1,6T4o4xEh61CpgM9v4jG5DJ,2022-10-07,2022
After School,Weeekly,k-pop,0.634,0.928,1,-1.609,1,0.0514,0.00719,2.55e-06,0.0626,0.738,164.007,1,52CBUrIdyf8tbZaUY9iawE,2021-03-17,2021
FANCY,TWICE,k-pop,0.697,0.874,5,-2.15,0,0.0449,0.0122,0.0,0.627,0.775,132.018,1,2qQpFbqqkLOGySgNK8wBXt,2019-04-22,2019
Beautiful,Crush,k-pop,0.416,0.41,10,-6.146,1,0.0292,0.843,0.0,0.107,0.219,110.252,1,6mzF8HvHdVrzJNd8M1uFCS,2016-12-17,2016
Butterfly,BTS,k-pop,0.461,0.776,6,-4.498,1,0.0565,0.0149,0.0,0.12,0.291,149.985,1,3bjg5cbmuwDoS7e2dAWyRG,2015-11-30,2015
The Happiest Girl,BLACKPINK,k-pop,0.439,0.352,0,-9.632,1,0.057,0.587,0.0,0.14,0.548,181.517,1,1XoY4WZrvPIphBaikXGjF8,2022-09-16,2022
Pinju Pinju Mazhai,Yuvan Shankar Raja;Sid Sriram,k-pop,0.746,0.649,11,-10.096,0,0.0327,0.587,1.23e-05,0.134,0.654,104.984,1,0e7CGFXBu4XNDf8EIi2Nlz,2022-09-28,2022
Don't Know What To Do,BLACKPINK,k-pop,0.628,0.64,6,-4.164,0,0.0491,0.0992,0.0,0.138,0.409,129.815,1,38SKB7UfhL6Sd6Joxex5yK,2019-04-05,2019
Koi Fariyaad,Jagjit Singh,k-pop,0.403,0.439,9,-15.154,0,0.0555,0.073,0.00069,0.0828,0.325,84.822,1,2AeMA6k7ocfbYDZqq8NdV7,2017-12-05,2017
CHILL,Stray Kids,k-pop,0.744,0.923,7,-2.797,1,0.0507,0.115,0.0,0.065,0.522,96.005,1,1HshHZrFIF5MRXWCZntOPr,2022-10-07,2022
Back Door,Stray Kids,k-pop,0.82,0.842,7,-3.853,1,0.272,0.157,0.0,0.112,0.653,107.952,1,0XuepwFJUcKN8T5zTqoP0F,2020-09-14,2020
Run,BTS,k-pop,0.554,0.878,11,-3.02,0,0.0513,0.00146,0.0,0.0998,0.55,132.896,1,69xohKu8C1fsflYAiSNbwM,2022-06-10,2022
Inner Child,BTS,k-pop,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.33,134.953,1,25MHcbjvSdcfTiFgbKJiZF,2020-02-21,2020
= (Equal Sign),j-hope,k-pop,0.673,0.75,9,-5.831,1,0.0655,0.0155,5.44e-06,0.348,0.708,105.848,1,70XnKsO3UnIT4FnEwChQXx,2022-07-15,2022
STAY,BLACKPINK,k-pop,0.63,0.432,1,-6.721,1,0.0357,0.551,5.84e-06,0.0962,0.343,87.959,1,3tP6QKbXvtrxiDI7QwKyUf,2016-11-01,2016
Anpanman,BTS,k-pop,0.813,0.876,1,-2.92,0,0.0922,0.024,0.0,0.287,0.757,98.989,1,34OSqW5ULWxmCEMjJ1ZgVW,2018-05-18,2018
Silver Spoon,BTS,k-pop,0.65,0.879,9,-2.886,1,0.073,0.00104,0.0,0.0483,0.536,166.895,1,6O734u9qnz6B4gWMyszWhi,2015-11-30,2015
Moon,BTS,k-pop,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87,1,6KhAXXgDtEEahVzATvFNcn,2020-02-21,2020
Jump,BTS,k-pop,0.495,0.974,7,-0.947,0,0.282,0.0349,0.0,0.44,0.763,102.077,1,1jZZm43y7RPuwjJQ5LrGHe,2014-02-12,2014
28 Reasons,SEULGI,k-pop,0.766,0.651,5,-3.546,0,0.0952,0.211,2.51e-06,0.144,0.488,121.995,1,1dfsPqH09vnzUWEOsN98Ex,2022-10-04,2022
Just One Day,BTS,k-pop,0.685,0.713,6,-4.705,0,0.266,0.179,0.0,0.377,0.301,95.092,1,6t7WriKgVszATnrdBKSUAf,2014-02-12,2014
Like,BTS,k-pop,0.737,0.723,0,-4.165,0,0.0705,0.303,0.0,0.26,0.783,100.939,1,55Ctj6nVfobn9AcPe6sLG2,2013-06-12,2013
Kisi Se Pyar Ho Jaye,Jubin Nautiyal,k-pop,0.615,0.58,9,-7.477,0,0.0411,0.332,0.0,0.148,0.498,87.977,1,2RIFyeYTPMHesJsWPW2Z8v,2016-12-22,2016
LILAC,IU,k-pop,0.738,0.89,2,-2.275,0,0.0748,0.0895,1.89e-06,0.213,0.75,114.942,1,5xrtzzzikpG3BLbo4q1Yul,2021-03-25,2021
O.O,NMIXX,k-pop,0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,1,44zfpg3ndtGESsgpTbWeyE,2022-02-22,2022
Love Maze,BTS,k-pop,0.637,0.876,9,-4.652,1,0.0618,0.0483,0.0,0.0728,0.759,149.93,1,4ROdFnoZNn2RTmwct0cVpx,2018-05-18,2018
NUNU NANA,Jessi,k-pop,0.743,0.689,7,-2.846,1,0.0289,0.0198,0.0,0.708,0.504,104.936,1,2cUzIBGMvx2BZ2Q1fzjdl1,2020-07-30,2020
Povodhe Prema,Yuvan Shankar Raja,k-pop,0.683,0.492,1,-7.01,0,0.0288,0.51,0.00579,0.088,0.11,140.018,1,4HkipUaRTXwhDqstRFz9oB,2009-05-22,2009
WA DA DA,Kep1er,k-pop,0.785,0.907,10,-2.657,1,0.0938,0.00122,3.11e-06,0.213,0.685,126.004,1,4gdiCHNbwugojBqr5Jt3pq,2022-01-03,2022
Girls,aespa,k-pop,0.57,0.974,3,-0.173,0,0.325,0.115,0.000594,0.125,0.65,171.958,1,2WTHLEVjfefbGoW7F3dXIg,2022-07-08,2022
Best Of Me,BTS,k-pop,0.655,0.756,8,-4.388,1,0.07,0.0298,0.0,0.396,0.469,121.936,1,5C6A1WXVfKvBBQmaFFnBgs,2017-09-18,2017
Panjaa,Yuvan Shankar Raja,k-pop,0.78,0.877,2,-1.778,1,0.0391,0.0265,0.00852,0.417,0.738,100.021,1,3dGnykeZl6O95Tjoe2h9pt,2011-11-19,2011
SUPER BOARD,Stray Kids,k-pop,0.751,0.87,4,-2.551,0,0.0713,0.00653,0.0,0.077,0.412,103.019,1,078fJxqEUz0LvbHSM6AoXJ,2022-10-07,2022
Telepathy,BTS,k-pop,0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994,1,6Fnvi5QnVkTskSzeRvvQds,2020-11-20,2020
Boy in Luv,BTS,k-pop,0.491,0.947,0,-2.252,1,0.306,0.00261,0.0,0.34,0.474,166.236,1,3FnDv33WrrMtuEr7hNR3ev,2014-02-12,2014
Ready For Love,BLACKPINK,k-pop,0.564,0.682,6,-6.688,1,0.113,0.0146,0.0,0.123,0.551,107.597,1,1Wwh6gmMeolwzbRzfZMY5b,2022-09-15,2022
Charmer,Stray Kids,k-pop,0.786,0.762,1,-2.508,1,0.0519,0.0524,1.04e-05,0.0971,0.731,90.963,1,4QDpsNBlllaLGj8zbF2EE0,2022-03-18,2022
In the morning,ITZY,k-pop,0.846,0.814,6,-4.685,0,0.149,0.0823,0.00094,0.13,0.722,140.055,1,1Wcr8zrKqbUX0zwN8Dbr16,2021-04-30,2021
Stay Gold,BTS,k-pop,0.723,0.634,1,-5.415,1,0.0542,0.0892,0.0,0.0787,0.582,129.017,1,3Ys2PYl1wyPKQIwyqhP9cQ,2020-07-14,2020
"Can't Stop (Seungmin, I.N)",Stray Kids,k-pop,0.645,0.87,1,-3.087,1,0.0465,0.00522,1.12e-06,0.101,0.79,119.973,1,33vfE5bxDMHpOFHMSgxehR,2022-10-07,2022
Future Perfect (Pass the MIC),ENHYPEN,k-pop,0.658,0.9,9,-3.479,0,0.264,0.0364,0.0,0.0771,0.526,156.096,1,6PRy17C5LiiN7VCLS6IA98,2022-07-04,2022
Give Me Your TMI,Stray Kids,k-pop,0.749,0.862,11,-3.494,0,0.136,0.0513,0.0,0.0944,0.824,97.982,1,7CQhZA3qNDZBoTKWqjD7gR,2022-10-07,2022
Mankatha Theme Music,Yuvan Shankar Raja,k-pop,0.678,0.375,5,-6.992,0,0.0293,0.25,0.908,0.209,0.202,89.994,1,1A1YlVucS5hugYaeWXfCA8,2011-08-10,2011
Dionysus,BTS,k-pop,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084,1,2Wkm4JBcIV2uSuu4qlbqFN,2019-04-12,2019
Dope,BTS,k-pop,0.595,0.89,10,-3.109,0,0.245,0.0486,0.0,0.32,0.62,154.071,1,7jPCPDYoiaKeK7cgNGpIzq,2015-04-29,2015
Answer : Love Myself,BTS,k-pop,0.568,0.793,1,-3.749,1,0.0406,0.189,0.0,0.111,0.45,108.051,1,2X3UgVLSA4wYriGIQyYmMA,2018-08-24,2018
"Yedho Ondru Ennai (From ""Paiya"")",Yuvan Shankar Raja,k-pop,0.858,0.447,10,-7.917,1,0.0343,0.67,9.19e-05,0.0738,0.256,119.98,1,3EeyaFOWvqer0qaEMrFyAz,2013-07-10,2013
REALLY REALLY,WINNER,k-pop,0.765,0.77,2,-3.16,1,0.0592,0.167,0.0,0.0854,0.581,103.005,1,4iJyTp1KwCeBKhf7h0SwsD,2017-04-04,2017
UGH!,BTS,k-pop,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.996,1,2QZe2H1f03t5PJWEMg2Mbe,2020-02-21,2020
Next Level,aespa,k-pop,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,1,2zrhoHlFKxFTRF5aMyxMoQ,2021-05-17,2021
Christmas EveL,Stray Kids,k-pop,0.878,0.777,5,-3.702,0,0.163,0.0437,0.0,0.401,0.878,139.989,1,5npCUsfrlhdyjxyCa32maW,2021-11-29,2021
SHOOT!,ITZY,k-pop,0.852,0.762,6,-4.448,0,0.0487,0.333,1.66e-06,0.159,0.907,131.958,1,2xeaHUnzzT5Kc974OQt1kA,2021-04-30,2021
MIC Drop,BTS,k-pop,0.667,0.889,6,-4.851,1,0.0917,0.00912,0.0,0.0816,0.541,169.961,1,01380RE6UfsPSdiUIwrCoH,2018-08-24,2018
Lie,BTS,k-pop,0.541,0.779,6,-5.581,0,0.033,0.00338,0.0,0.177,0.501,94.069,1,1nWB8isqs2tviWk20G5pow,2016-10-10,2016
CIRCUS (Korean Ver.),Stray Kids,k-pop,0.788,0.795,5,-3.676,0,0.0948,0.031,0.0,0.0302,0.703,98.004,1,3JeLa5o0NxQjQHhVYaTLV0,2022-10-07,2022
Kannai Vittu,Yuvan Shankar Raja,k-pop,0.691,0.806,5,-8.286,0,0.0633,0.0729,0.00452,0.102,0.958,76.992,1,5kVjNlwI6vDvbuYJohhUqh,2006,2006
Your eyes tell,BTS,k-pop,0.449,0.491,9,-6.433,0,0.029,0.279,0.0,0.0654,0.258,139.923,1,3TZ7NHkMT82AhwuYsd00Hz,2020-07-14,2020
So What,BTS,k-pop,0.657,0.883,9,-4.294,0,0.0733,0.0238,0.0,0.0481,0.461,129.943,1,0wqqe8k13bJPxRt7FEmnwS,2018-05-18,2018
VERY NICE,SEVENTEEN,k-pop,0.746,0.898,3,-2.818,0,0.0725,0.0526,0.0,0.0858,0.879,121.967,1,1Rrj7KyS2R6SP9CQMDJW1w,2016-07-04,2016
I'm Not Cool,HyunA,k-pop,0.883,0.845,11,-2.069,1,0.0585,0.0161,0.00157,0.29,0.656,116.004,1,5iIpbD34k4wnuRMZDNnuWf,2021-01-28,2021
Epilogue: Young Forever,BTS,k-pop,0.606,0.815,5,-3.818,0,0.232,0.04,0.0,0.119,0.386,88.054,1,6BskTMfDjXVzeqQHOau5Vi,2016-05-02,2016
Pachchai Vanna,Yuvan Shankar Raja,k-pop,0.686,0.689,9,-4.73,0,0.0379,0.158,0.0,0.0422,0.446,120.031,1,4HBDcyTmazbfvNchzmKTC1,2014-12-10,2014
FOREVER 1,Girls' Generation,k-pop,0.615,0.871,9,-1.248,1,0.0516,0.0427,0.0,0.254,0.297,123.915,1,1oen3GpTcA486fTHaT7neg,2022-08-05,2022
ONLY,LeeHi,k-pop,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,1,6TBJkXHPhu3EsMk1bshwuI,2021-09-09,2021
House of Cards - Full Length Edition,BTS,k-pop,0.367,0.668,2,-4.484,0,0.052,0.336,0.0,0.147,0.384,104.961,1,6S2gYweMmT6xygVh5q3QLa,2016-05-02,2016
"Love, Maybe",MeloMance,k-pop,0.402,0.731,8,-3.529,1,0.0693,0.508,0.0,0.146,0.631,171.594,1,7KU3A1fotuV0GXY1doHFT8,2025-06-20,2025
PING PONG,HyunA&DAWN,k-pop,0.855,0.87,10,-2.059,0,0.0826,0.0122,0.000675,0.0202,0.863,103.028,1,0Z99Xe1lGBmq60RwJ5YU18,2021-09-09,2021
CRY FOR ME,TWICE,k-pop,0.702,0.692,10,-5.405,1,0.0539,0.0542,0.0,0.0877,0.419,144.896,1,2xtP8RNbo2BEMzLX7tK7aq,2020-12-18,2020
