name_lower,artist_lower,spt_id,release_year,billboard_year,is_bb,is_pop,length (total sec),tempo,loudness,scale,key (num),camelot,af_hap,af_dan,af_enr,af_aco,af_ins,af_liv,af_spe
dancing shoes,green river ordinance,3Y6BuzQCg9p4yH347Nn8OW,2012,9999,0,1,232,138,-7,Major,7,9B,32,59,42,25,0,10,3
curiosity,carly rae jepsen,2xrK7AOAWok7NY4WuqeApq,2012,9999,0,1,213,124,-5,Major,4,12B,68,75,88,16,0,13,6
mesmerize,ja rule,4R6OANdWnhMM9Asu3zjxK6,2012,9999,0,1,282,90,-7,Major,1,3B,39,77,66,5,0,30,18
little leaf,the bilinda butchers,5lXdWuoOlqoxq4Rsu1yDlF,2012,9999,0,1,217,92,-18,Major,11,1B,30,57,26,54,68,11,3
only love can break your heart,saint etienne,63r1zHSWNkfztcTUkk5E7Q,2012,9999,0,1,271,102,-6,Major,7,9B,72,59,88,0,49,17,3
a tradição não morre jamais,joão carreiro & capataz,1EiEeZT2q2O2eeC9O0RI8D,2012,9999,0,1,196,199,-7,Major,2,10B,47,33,50,78,0,11,4
i want you for christmas,cheap trick,4kxZBlUjeoCRngzvfEicDF,2012,9999,0,1,246,98,-6,Major,2,10B,23,46,82,0,0,14,4
kiss me,summer heart,0EE2j2FRROnvxeHCab6Ssf,2012,9999,0,1,186,97,-9,Major,0,8B,44,44,54,62,98,18,13
sober,loreen,3Qt80yrBHH3zuyU7wlMnGZ,2012,9999,0,1,217,121,-5,Major,1,3B,32,59,83,29,0,11,7
shri banke bihari teri aarti gaun,suresh wadkar,2uKcJ7yaKjHReqYQpn4dS2,2012,9999,0,1,201,90,-6,Minor,5,4A,69,59,68,49,0,35,4
she hates me,big boi,1MBoWQAUEzMkRtbbFKbtXb,2012,9999,0,1,230,153,-9,Major,1,3B,52,53,81,4,0,73,25
hymn - dj oder remix,malente,3jr4L2VgaPcJ6pxNnjZpr5,2012,9999,0,1,298,140,-4,Minor,11,10A,27,61,92,1,75,82,27
love fuzz,ty segall,2eZLlaBTcBU0NAvTW6qERR,2012,9999,0,1,214,202,-6,Major,0,8B,95,26,69,0,82,51,4
everlasting sunset,juniel,7bqTlSeEc2MYyEOIgSqBY4,2012,9999,0,1,286,160,-5,Major,9,11B,45,49,65,17,0,16,5
lady killers (feat. hoodie allen),g-eazy,4HnPZXkx15Y5hfBWh9vtQL,2012,9999,0,1,249,146,-7,Major,3,5B,55,39,77,0,0,11,29
kofi kofi,osibisa,7nF2sVKb0x6sVu887KvTo2,2012,9999,0,1,245,127,-9,Major,2,10B,86,72,74,5,64,19,4
the dance (acoustic version),charlotte martin,0NwCmhhFqOubq7QIX1FqQe,2012,9999,0,1,291,83,-9,Major,8,4B,44,38,28,92,0,24,3
long way home (feat. lyle lovett) (feat. lyle lovett),kat edmonson,3UriKBLRDWGrkTUwGxNIKl,2012,9999,0,1,182,109,-12,Minor,5,4A,46,75,28,82,0,9,6
muthaf**ka up,tyga,31VM9uxtem39xmT0dfDiSU,2012,9999,0,1,233,122,-8,Major,9,11B,48,59,54,0,0,36,33
guru gobind ji pyare,diljit dosanjh,1UdTu9T97CYxLO4VhL48jo,2012,9999,0,1,237,82,-2,Minor,8,1A,87,66,96,19,0,27,10
sea of moonlight,iu,5aEptz8nTDrsWvexHdQ8Eq,2012,9999,0,1,207,162,-1,Major,6,2B,81,57,99,18,0,20,7
sofa urtubörn,hafdís huld,1MWg9aH6OhteqF1RXR3J5w,2012,9999,0,1,150,120,-14,Major,9,11B,54,72,9,92,0,10,4
get it right,david myhr,52bjSIK2Fm0WNDzThnr909,2012,9999,0,1,283,120,-8,Major,10,6B,52,54,77,10,0,12,3
summer,mmoths,26ND1ICpqyWCkmpxEBlLIP,2012,9999,0,1,222,107,-9,Minor,1,12A,40,73,62,70,33,8,5
everytime we touch - original club mix,cascada,5XQYh4wOfVkmc1ABZlyj1J,2012,9999,0,1,333,142,-6,Major,8,4B,62,63,98,0,1,48,6
hold that thought,ben folds five,2SqbS4YrSklFLVhlg8U0JH,2012,9999,0,1,254,98,-11,Major,6,2B,31,53,69,56,2,12,3
石ころみたいにひとりぼっちで、命の底から駆け抜けるんだ,takehara pistol,5JePS8yoeRSGDC3ijG3LNp,2012,9999,0,1,348,115,-6,Major,7,9B,73,86,77,2,11,11,12
standing at the sky's edge,richard hawley,0jbhXB3mtKhmL6qn2FS7yg,2012,9999,0,1,399,72,-11,Major,7,9B,33,46,39,1,52,6,3
o mere raja - without dialogue,asha bhosle,7pNtXvP9hrl6O6u1TFOJrS,2012,9999,0,1,291,99,-6,Major,11,1B,80,57,74,84,0,45,4
carry on,fun.,7gpy7sfWPNuOKmUNs3XQYE,2012,9999,0,1,278,145,-6,Major,5,7B,37,39,69,12,0,8,7
ramona reborn,delicate steve,4dMRURWuPZmjpAMeNqvUkt,2012,9999,0,1,189,120,-8,Minor,9,8A,20,48,63,14,0,39,4
black is beautiful,flavour,3YtkxVFVsDPf0l39N60wlT,2012,9999,0,1,220,77,-4,Minor,10,3A,65,55,88,50,0,32,20
don't suffer alone,"fear, and loathing in las vegas",7ybfK6isMJiT6wTBsKiTdR,2012,9999,0,1,223,104,-1,Minor,5,4A,41,35,96,0,1,33,11
the shadow of your smile,ernesto cortazar,6pNFk8fGujCg1J0ZBH4ytk,2012,9999,0,1,269,114,-16,Minor,4,9A,7,23,21,81,28,28,4
転がる岩、君に朝が降る,asian kung-fu generation,5DLmsItEEwSjYAFam2IVfY,2012,9999,0,1,278,147,-3,Major,11,1B,59,45,91,0,1,9,4
hark the herald angels sing,celtic woman,0nszPNNnV2LbAipp6A1Zs3,2012,9999,0,1,301,81,-10,Major,10,6B,14,23,28,83,0,11,3
amar de nuevo - ballad version,víctor manuelle,2dllyJWRYjcy0P2cxXbg7O,2012,9999,0,1,236,150,-9,Major,2,10B,42,66,49,33,0,30,3
irrepetível (me sumerjo),alejandro sanz,4mLglcWD0cpo2OBiWmbj5b,2012,9999,0,1,256,154,-7,Minor,11,10A,68,70,65,27,0,33,9
beautiful,carly rae jepsen,52PiyZoav11ZSAoHPqSlzh,2012,9999,0,1,197,104,-8,Major,8,4B,42,68,50,45,0,14,3
i'm wrong,sharon van etten,4DSmjbIBldQ2oeq178I5Du,2012,9999,0,1,235,136,-7,Major,2,10B,16,18,41,67,0,15,3
mr hyde,hellspray,2OcWJjiZC3ZNjuNM9Poec1,2012,9999,0,1,289,128,-5,Minor,11,10A,30,33,90,0,0,12,6
"padam, padam",patricia kaas,113ADosB4IAVi1YnL4gzU4,2012,9999,0,1,278,87,-9,Minor,9,8A,6,31,31,90,0,21,3
moon (the slips remix),björk,2mNIzbuKsdiWwtjZPDkwYG,2012,9999,0,1,367,167,-7,Major,0,8B,70,63,82,9,0,11,4
there's no leaving now,the tallest man on earth,6yL84c9F6qyNEzbxnKr0Di,2012,9999,0,1,269,126,-8,Major,9,11B,23,49,18,94,0,10,4
hey iam,sanjeev t,3i8OJCz4ifIFChMJnakBas,2012,9999,0,1,80,102,-9,Major,8,4B,22,50,56,13,0,10,5
over you - the voice performance,cassadee pope,2Z79EukuDc4ii39XeYaRi5,2012,9999,0,1,216,152,-6,Major,8,4B,22,45,44,3,0,10,3
pacer,the muffs,63pt5IaDUmIiSFCZ49zMJe,2012,9999,0,1,164,112,-5,Major,1,3B,20,34,94,0,1,18,5
octopus (sldghmr remix),bloc party,5aodxl8vyrj0wddcF2HQBr,2012,9999,0,1,201,129,-8,Minor,9,8A,26,63,85,0,63,9,5
things will never be the same,parasites,0MeWHfW6Gbe2l6cCSus0SQ,2012,9999,0,1,147,175,-4,Major,0,8B,41,27,98,0,0,32,14
how we do - original mix,hardwell,5rjR2pvrm8XMgG48u9fvtq,2012,9999,0,1,326,130,-5,Major,1,3B,6,67,89,0,86,6,12
killin' it,krewella,3rHFo3c176QQnZ3Ucdbp21,2012,9999,0,1,207,160,-3,Major,11,1B,22,51,91,0,0,7,4
(don’t you) call me out my name,protomartyr,6sajw0Ye7W8hCBxmGL8qkW,2012,9999,0,1,65,124,-4,Major,2,10B,40,28,90,0,76,11,13
ma rewa,indian ocean,4hDCjXGhzwvo2M6eGpNda8,2012,9999,0,1,398,158,-10,Major,2,10B,93,48,68,50,87,11,9
gun has no trigger,dirty projectors,2TAVBD7uYxrkp5Ca3nCyan,2012,9999,0,1,204,101,-6,Minor,9,8A,34,68,67,67,0,10,5
sex,the 1975,7zFQbCOiXkmyNtvSD1MgAU,2012,9999,0,1,207,148,-4,Major,2,10B,17,41,97,0,0,57,13
masquerade,nicki minaj,4mNDJjAllo55akNIewGJxT,2012,9999,0,1,228,118,-6,Major,2,10B,33,72,66,1,0,28,4
face value,with the punches,7hbX2NaXowIsZLOrmad1ye,2012,9999,0,1,199,90,-3,Major,0,8B,82,52,95,1,0,11,11
空前,sammi cheng,2WfqpyoF2FcPo826QDaTrM,2012,9999,0,1,239,177,-12,Minor,9,8A,24,35,41,33,0,12,3
重新長大,alfred hui,6LsJN9JMj9Gp0WGHQReUrE,2012,9999,0,1,212,140,-5,Major,11,1B,45,49,65,53,0,15,4
on every page,the tallest man on earth,3eV5sJVmS9Bt02k18YhulL,2012,9999,0,1,290,128,-9,Major,7,9B,26,53,21,98,0,9,4
wasted (feat. bizzy),jay park,1ETff6Nd2LTVOLiJ5WVPNX,2012,9999,0,1,180,180,-6,Major,8,4B,51,76,78,6,0,30,30
when you're listening,cliff hillis,6qN5VE8RiyFmHqF7DNb4hD,2012,9999,0,1,168,125,-5,Major,0,8B,79,57,84,0,0,31,6
walking slowly,shin yong jae,2zahaztD28KVpM84zFoeQ9,2012,9999,0,1,267,128,-6,Major,10,6B,20,37,54,75,0,8,3
mina sommarskor minns,sven-ingvars,7KADwRa7xMIO8xRfhRJL4L,2012,9999,0,1,184,125,-9,Major,0,8B,91,54,79,3,0,9,3
但願給戀火灼傷,vivian lai,5zjV5mReg2kQvv8rL0MiB6,2012,9999,0,1,271,112,-8,Major,2,10B,54,75,62,61,0,9,3
lies (otto knows remix),burns,2hEwnK3oW1F4NgV4RPp5qV,2012,9999,0,1,378,128,-5,Major,0,8B,40,71,72,3,1,19,11
writing on the walls,underoath,4eeT1KcSd8pU8Bff8o1lPG,2012,9999,0,1,242,91,-6,Minor,2,7A,19,32,93,0,0,28,8
the latter asked the old lyre player,tatiana and sergey nikitin,7bvxmoGX3mqGsmLGnAyYMB,2012,9999,0,1,260,131,-18,Minor,8,1A,20,41,7,97,0,12,3
little blue pills,jeff rosenstock,1SeL9VutjJyEIhpbNuy7s4,2012,9999,0,1,131,82,-2,Major,2,10B,66,35,97,0,0,37,6
nightmare on figg st,schoolboy q,6AHcUjTrUGJziDPOATLydF,2012,9999,0,1,216,142,-8,Major,0,8B,27,51,57,7,0,14,43
hari nam gaate,sonu nigam,6eMDICc6OuO84Ug9vX8JLP,2012,9999,0,1,363,97,-10,Major,9,11B,56,56,45,81,0,32,6
bridge of sighs,ernesto cortazar,5OsMrYY6U481Rt1TddE37f,2012,9999,0,1,191,101,-12,Major,2,10B,10,33,27,75,2,15,3
give up,knuckle puck,1lRC6OBlyzQbgz59Sc4Mex,2012,9999,0,1,81,185,-3,Major,8,4B,61,21,96,0,0,30,10
let it be,tayla alexander,0XTmiJAPqvtWeHR852y5ze,2012,9999,0,1,246,136,-12,Major,7,9B,27,54,20,85,0,12,3
只有夜來香,crowd lu,0q3MMt92vkZu2UcVvPzybl,2012,9999,0,1,291,95,-12,Major,7,9B,25,67,18,86,0,11,3
the seer,swans,1GOsaRhFIMRjWxqv521cKp,2012,9999,0,1,1934,140,-10,Major,2,10B,10,18,64,2,88,30,4
me vs the highway,the wonder years,1CUphrui1BCLXKkjUiyur3,2012,9999,0,1,221,163,-5,Major,1,3B,52,23,91,0,0,33,6
blame it (on the alcohol) (glee cast version),glee cast,3a7dqgzNJhO3I6lxZLjU5G,2012,9999,0,1,199,176,-5,Major,7,9B,70,65,60,1,0,11,8
the definition of not leaving,hands like houses,4f2uqC5BFMLl4sZBb9o3YH,2012,9999,0,1,148,89,-10,Minor,0,5A,7,16,48,28,0,13,3
jag ser dig,kent,0uUE9XMcTf0aKjHNmZiJPR,2012,9999,0,1,335,128,-5,Major,7,9B,34,52,83,0,1,32,5
hors d'oeuvres,nick frater,2WvfEn7H8MliHRtQWM5AF9,2012,9999,0,1,112,144,-6,Major,11,1B,12,53,46,1,63,39,3
幸福 (ot: 好的事情),hubert wu,5MIS3ar1DLZfsB6ACySWdZ,2012,9999,0,1,268,76,-8,Major,9,11B,30,54,56,51,0,7,3
live my life,far east movement,5MWx5bkuRauFJenpG1w5wt,2012,9999,0,1,237,128,-7,Minor,9,8A,52,68,80,0,0,9,8
yes/no,banky w.,6gWV9hYHjtg42Y2OwKokoP,2012,9999,0,1,247,131,-5,Major,11,1B,78,54,63,19,0,13,7
sign of life,shoes,2SVVSPafsLNtdoFKzkeHat,2012,9999,0,1,232,120,-6,Major,9,11B,61,71,78,12,1,22,3
hätt nix dagegen,gregor meyle,3iTRzeqPG7ClsZMQ4hcZmE,2012,9999,0,1,185,96,-10,Major,1,3B,73,54,41,60,0,23,4
watch how you go,keane,6eIFc2RKSJYK37Ospy6Nxh,2012,9999,0,1,220,146,-8,Major,7,9B,38,50,44,25,0,10,3
saayndhu saayndhu,ilaiyaraaja,0f6cGe7JVOKXfTUZCvj43L,2012,9999,0,1,367,100,-10,Minor,11,10A,30,66,39,75,0,35,3
gardening man,the anderson council,3Rs3kf8j85Vp87t2yILM4n,2012,9999,0,1,222,115,-3,Major,8,4B,42,32,79,0,0,39,4
daily daily,ze:a,7tO9sBp7ItTSxX84aXWLBn,2012,9999,0,1,220,154,-6,Major,6,2B,61,49,83,4,0,16,4
build me up buttercup,"you, me, and everyone we know",4S5r8rve0naIVJETA51Oh5,2012,9999,0,1,185,143,-2,Major,0,8B,61,47,94,0,0,37,5
오늘은 가지마,im se jun,3Q8OAKTlXSCS8o5hORDJ37,2012,9999,0,1,237,124,-9,Major,4,12B,26,53,29,93,0,14,3
知更,miriam yeung,1PtZUEZIPUXrf9zxedXexW,2012,9999,0,1,246,111,-12,Major,0,8B,55,47,34,56,0,10,4
我太傻 (國),sita chan,1PCoMFzpa7vdc8Cq9JYQ1J,2012,9999,0,1,265,134,-7,Major,4,12B,21,56,43,27,0,25,4
no diggity,chet faker,2xD7RvKFJl52xyds3wQFXQ,2012,9999,0,1,221,160,-5,Minor,2,7A,47,57,76,68,0,12,23
inside out,mxpx,5VfmSjJF1hOTglIDQfe3kD,2012,9999,0,1,170,206,-4,Major,7,9B,16,23,100,0,0,25,8
holes,passenger,6i1D00RfMyWljXRXz0QGzh,2012,9999,0,1,213,151,-7,Major,4,12B,52,43,48,51,0,12,6
waves of confidence,unknown mortal orchestra,1vfA9DwlwC3O089oNrYdAf,2012,9999,0,1,354,119,-12,Major,9,11B,74,86,29,86,95,6,6
i didn't know,lannie flowers,5SVMIGlzGXfBaIfGaYhyUA,2012,9999,0,1,144,128,-8,Major,9,11B,69,56,86,1,3,20,4
stage dive,sol,3WdYIUmhqn7svMJio4p4aH,2012,9999,0,1,215,84,-7,Major,8,4B,50,73,68,33,0,13,23
ai que dó,thaeme & thiago,4hfkdwuT96UIEHVJ2x4WMV,2012,9999,0,1,287,98,-2,Major,1,3B,62,63,97,6,0,36,6
the lights of lampedusa,accelerators,0t9oYN2TPQSVO7tsw1w76Y,2012,9999,0,1,178,154,-4,Major,5,7B,64,38,93,0,0,40,5
tómbola (feat. ana belén),miguel bosé,2rXTOYIntaMcAwLlTBTJAH,2012,9999,0,1,146,100,-4,Minor,7,6A,59,50,77,75,0,98,4
산소 같은 너 love like oxygen - live,shinee,2Heh5NPsfiVcMFVRZQ63fi,2012,9999,0,1,188,98,-4,Major,5,7B,76,68,78,1,0,87,11
the last mistake - cesium_137 rmx,assemblage 23,6hppZc8NtrN23HV1XteGBF,2012,9999,0,1,305,126,-8,Minor,0,5A,19,50,99,1,43,9,16
i kissed a girl,glee cast,6W0javyKuVICRsmD8DqQfI,2012,9999,0,1,179,130,-4,Minor,9,8A,62,69,76,0,0,7,6
"merry christmas, baby (please don't die)",crocodiles,0EYmrHaROYJszJzeTphpn0,2012,9999,0,1,198,135,-5,Major,1,3B,34,43,97,5,0,53,6
煙霞,joey yung,7MbPQaGeqWORM4o9h9egP2,2012,9999,0,1,237,144,-12,Major,4,12B,35,53,49,59,0,54,14
on dirait qu'ça pleut,mathieu boogaerts,49xFxTNeiq2RlIDUjZopwu,2012,9999,0,1,196,112,-13,Minor,0,5A,48,94,28,59,3,10,12
- 75 degrés,sexion d'assaut,0a2DpLIVKLikGBXJmUmFMq,2012,9999,0,1,372,93,-2,Major,8,4B,59,77,77,43,0,15,48
rocks at my window,bridgit mendler,5R0N0a3BB3hzK1OTNrWbs1,2012,9999,0,1,192,185,-3,Major,8,4B,83,64,94,2,0,38,9
better world 2011 - tujamo club mix,jim tonique,58CZdEQZVdp1pe6Dfb1HBw,2012,9999,0,1,459,128,-6,Minor,5,4A,68,90,84,0,38,64,16
viens je t’emméne,lacrim,3AK98ifeSbUa7gWsPGMOtA,2012,9999,0,1,202,97,-6,Minor,9,8A,65,82,79,2,0,13,19
talking tree,cliff hillis,2EeocZplc6S6jkx3HzvuTu,2012,9999,0,1,159,91,-8,Major,2,10B,62,58,55,26,2,10,3
don't you want me (feat. darren criss),glee cast,3YStjNdIAeoAsisKeAiYCV,2012,9999,0,1,213,120,-5,Major,0,8B,34,73,71,0,0,27,4
california saga (on my way to sunny californ-i-a) - remastered 2012,the beach boys,4yDN62Q7lxZV4W09G1203C,2012,9999,0,1,203,115,-8,Major,7,9B,57,46,64,41,0,10,6
in the dark,dev,1pbHy9VBpSyZh56xuujZz0,2012,9999,0,1,226,125,-4,Major,8,4B,44,74,82,0,0,33,7
"wild one two (feat. david guetta, nicky romero & sia) - single version",jack back,5MnkhumYJRLvLdEzIqkfWy,2012,9999,0,1,346,126,-7,Major,8,4B,22,70,68,0,0,7,8
humanos como tú,división minúscula,3PfJcQLyrDOrVcyrDf3mzg,2012,9999,0,1,211,152,-6,Major,10,6B,87,50,87,0,0,39,4
about the rain,ron pope,4mWVFz0wjFUIvUlD0ox9Ej,2012,9999,0,1,192,106,-8,Major,4,12B,34,64,71,36,0,16,3
trumpet play,the sugargliders,4ue9oqvb0htNeoLhFa0dAm,2012,9999,0,1,238,90,-11,Major,9,11B,67,73,41,6,24,37,4
prescription vision,mrs. magician,47tkr3zQW259InDQ5MYZM4,2012,9999,0,1,150,80,-4,Major,4,12B,73,40,93,15,0,50,4
everafter - tritonal club mix,tritonal,6GwyCwa7v4zXNc4yJSEPEZ,2012,9999,0,1,416,132,-5,Major,7,9B,47,61,89,6,4,6,13
love actually,cady groves,3cXEhlI2PKHEjDt39I2upA,2012,9999,0,1,229,125,-3,Major,7,9B,67,66,92,0,0,52,4
california 37,train,6nrdjKxI39FvwMhX5mSLJV,2012,9999,0,1,132,97,-4,Major,1,3B,96,81,91,45,0,5,10
you stole my bell - soundtrack version,elvis costello,2hunggdI1ZERZsoAOfcrxD,2012,9999,0,1,199,131,-10,Minor,9,8A,56,51,44,18,0,9,3
廣州足浴一夜,my little airport,4QwpHHbsFbBq248fcsnyvZ,2012,9999,0,1,140,113,-10,Major,5,7B,32,63,35,73,8,9,3
the house that heaven built,japandroids,2ShOBhvAAglIFJ7Be8aJK2,2012,9999,0,1,289,161,-3,Major,0,8B,8,32,98,0,1,11,14
depende de ti,fondo flamenco,2ipxt2GyM7sBgUlv8EIiZI,2012,9999,0,1,195,102,-9,Major,0,8B,62,71,54,35,0,10,3
in god we trust,meek mill,7y0T0GrkJOUZm1iXwCxJqQ,2012,9999,0,1,277,142,-4,Major,2,10B,37,54,79,2,0,24,31
ocean,anna von hausswolff,3BTAzBa8RRJ1CmVf6fDT1p,2012,9999,0,1,344,73,-12,Minor,5,4A,4,30,19,98,12,10,4
şerefsiz,gizem kara,0l1uxyOQVeFWgsS55tnuUL,2012,9999,0,1,307,170,-4,Minor,7,6A,46,41,57,69,0,10,5
stronger,glee cast,3fdStk5dnb3EwnzQRuybto,2012,9999,0,1,203,108,-5,Minor,6,11A,64,64,86,3,0,56,6
there's a light out on the horizon,chromatics,1AwSMXEEteETTtg4u19u36,2012,9999,0,1,283,141,-7,Major,2,10B,13,60,58,27,48,6,4
wanted is love,phillip phillips,1XO227n5qHKDxS8rKJbmyd,2012,9999,0,1,226,160,-7,Major,7,9B,28,47,64,7,0,14,3
signals,christian löffler,4I5gMSMAwD7mvNqiLVPgYx,2012,9999,0,1,441,124,-12,Major,11,1B,25,68,72,0,84,10,4
alphabet - bonus track,kontra k,1bQpBdVcVtc0PdV85qT7f8,2012,9999,0,1,181,130,-5,Minor,1,12A,36,57,83,10,0,30,9
在你名下 (關心妍 jade sings 2012 演唱會 主題曲),jade kwan,2DSuvAGRX9GiSvvVTWcALJ,2012,9999,0,1,248,142,-6,Major,6,2B,48,37,48,33,0,8,3
the first time i ran away,m. ward,0yqTV6nFLsxBgNmyJcumZT,2012,9999,0,1,197,114,-14,Major,4,12B,52,26,43,42,28,15,4
a batzegades,brad jones,5je8fJzA6w8jNQm2sUIDEH,2012,9999,0,1,272,126,-6,Minor,7,6A,82,68,65,31,0,41,3
月の妖怪,kikuo,3CYLLfwFfWSIjunakrhD7a,2012,9999,0,1,222,90,-6,Minor,1,12A,44,50,85,3,0,9,8
it's not true,keane,6UD5kZf9FD7rg6h2BErYSX,2012,9999,0,1,229,78,-9,Major,7,9B,26,47,48,74,36,34,3
shapeless & gone,porcelain raft,73f2uSzP92RYlXzITudNzv,2012,9999,0,1,225,129,-5,Minor,7,6A,49,47,93,11,0,9,4
du,cro,27iPwB996qUnv5oVq6QyjN,2012,9999,0,1,174,106,-6,Minor,4,9A,94,76,78,12,0,5,8
seven day weekend,elvis costello & the attractions,1IA65F2uYuqeaEVx0Hjjfe,2012,9999,0,1,156,169,-9,Major,0,8B,86,38,78,12,0,13,6
la costa,linda mirada,4qwT66VzBMDCwzCOUwRjym,2012,9999,0,1,254,90,-7,Major,2,10B,80,58,93,0,1,9,4
lesser light,dead when i found her,43zlhv6OtlnhDzCYwssZbj,2012,9999,0,1,346,121,-6,Major,1,3B,62,64,92,1,26,12,3
red in tooth & claw,memphis may fire,5ciAXQRCheX38memllAYSf,2012,9999,0,1,254,140,-3,Major,1,3B,30,40,99,0,0,36,25
brookfield,silverstein,1zcezMdW6f7TaxQFkPdvn3,2012,9999,0,1,90,192,-7,Major,1,3B,48,41,90,0,0,26,8
semivowel,igor talkov,3lBoeJIkkNve2cM1UgMkMI,2012,9999,0,1,86,69,-9,Minor,2,7A,41,58,70,75,0,41,69
gukhra nag,santanu,3tVF9OQ9JaIiWrso0nr8cS,2012,9999,0,1,287,168,-4,Minor,0,5A,73,51,91,4,0,12,14
the question (feat. lil wayne),mac miller,29tKprMGnf4yxIhWmN0NHq,2012,9999,0,1,371,135,-6,Major,10,6B,27,74,58,6,0,12,11
i am not a game,ty segall,7xQALRRqZcWwG2aUtmolPG,2012,9999,0,1,244,93,-5,Major,6,2B,69,24,86,0,74,5,4
チョコレイト・ディスコ - 2012-mix,perfume,0u1xFdxLYVoBQFTgLkDBnK,2012,9999,0,1,293,128,-1,Major,8,4B,83,52,99,1,28,8,5
this time,melanie fiona,2O78TOnDMrcZsV3AvoOp1X,2012,9999,0,1,217,112,-5,Major,1,3B,56,45,86,1,0,20,13
uralya,tech n9ne,0sldi9S6pUvjoGMokB58Om,2012,9999,0,1,248,148,-7,Major,1,3B,32,38,86,4,0,69,43
dawn chorus,beth orton,7BKx7RIo6NKZOTZw7ht8tT,2012,9999,0,1,203,107,-11,Major,4,12B,55,45,55,40,22,19,4
tornado (feat. polina) - kill the noise remix,tiësto,1eM8IktFLfJR1oZVXZgCYa,2012,9999,0,1,215,140,-5,Minor,9,8A,17,68,91,1,0,11,4
wait and see,pompi,2nTTMv5etkWINi2wIW9dJ8,2012,9999,0,1,182,80,-9,Major,2,10B,79,84,51,7,0,19,12
cheque al portamor,melendi,2FhLn92NDtRW6hKJvj9yX5,2012,9999,0,1,295,148,-5,Minor,4,9A,36,56,63,40,0,15,3
happy birthday,matt houston,3AZa2TcdMBq01xYjuC5kR4,2012,9999,0,1,221,109,-5,Major,0,8B,96,70,83,27,3,8,4
9:55pm,fiona sit,3Fljew9NyD7C4BYVv2s0u3,2012,9999,0,1,187,105,-9,Major,2,10B,67,77,53,15,0,43,8
kruman dey,ebo taylor,7pPX0dGIMK4wMcmnWNvQxO,2012,9999,0,1,279,108,-6,Minor,4,9A,87,69,83,5,0,2,4
can’t let you go,jinny ng,7EQ2lFsyrju58Mmbt0njkm,2012,9999,0,1,243,138,-7,Major,1,3B,44,60,56,57,0,8,3
god wants us to wait,the magnetic fields,1Qp3qc51Y05lFZqf5N2HCC,2012,9999,0,1,125,105,-8,Minor,4,9A,88,70,78,31,0,23,3
up instead of running,guided by voices,20ba46kBOIncnWcrUAPyYI,2012,9999,0,1,132,120,-5,Major,11,1B,48,46,92,0,0,31,5
espresso 先生,jason chan,2ZM8CVZCXS8QqbzLkfdzMT,2012,9999,0,1,248,74,-6,Minor,1,12A,57,63,55,19,0,8,7
世界で一番優しい死神,kikuo,6Nc5QI0ODERfwrJDZECoe7,2012,9999,0,1,328,125,-6,Minor,4,9A,14,65,65,70,0,35,3
a sad ballad trumpet,la maravillosa orquesta del alcohol,5teqE4u5BiwmF4HHQv7Jqb,2012,9999,0,1,144,108,-8,Minor,6,11A,35,41,43,44,1,9,3
yendu naanu,sonu nigam,4ae3tMfh3ubAven92pXFso,2012,9999,0,1,345,114,-11,Minor,5,4A,53,63,67,50,83,13,3
木枯しに抱かれて,kyoko koizumi,6VIIkqi46IYmscXBTaEom0,2012,9999,0,1,223,114,-6,Minor,9,8A,63,64,78,8,0,12,3
no mercy,sistar,3y0vUPIvjeGLDAcXjJHkiT,2012,9999,0,1,199,128,-2,Minor,0,5A,55,79,93,2,0,9,27
kwarikwa,flavour,3cwrRs9Ca6mpw6oTad6lqx,2012,9999,0,1,225,111,-4,Major,7,9B,83,69,89,43,0,22,24
brute,ferry corsten,3em2p7WiiGC5sIHtZNOWHG,2012,9999,0,1,434,136,-5,Minor,11,10A,38,61,92,0,90,32,5
future victims,ex-cult,1oWqJy4rCGzUjFKrRFI28I,2012,9999,0,1,349,81,-5,Minor,11,10A,37,31,90,0,1,63,5
mdma,guizmo,2nXLisvD6Lob5JWYaYJOG9,2012,9999,0,1,279,93,-5,Major,1,3B,77,57,80,2,0,33,39
tentação - live,dd junior,2CQep0MDE8VWTjIK0Pzt8A,2012,9999,0,1,256,150,-8,Major,10,6B,93,69,90,39,0,93,5
perdición (versión acústica) [directo madrid] - en vivo,la quinta estacion,3bFOxPwKFPEmLbDIxghSCH,2012,9999,0,1,235,144,-10,Major,7,9B,20,40,40,2,0,97,3
mama - 2012 version,il divo,0hAwyhgXgk9KHQOp2sf6nX,2012,9999,0,1,199,164,-8,Major,5,7B,9,21,42,57,0,11,4
estoy hecho de pedacitos de ti,antonio orozco,6ZBpPT6EuJuO3DvOY71goV,2012,9999,0,1,218,144,-7,Major,2,10B,35,54,49,21,0,14,3
dry my soul,amanda jenssen,2z93m6dIaiHdNsDmoLb454,2012,9999,0,1,186,95,-4,Minor,11,10A,70,63,88,0,0,15,4
wenn es gut ist,olli schulz,45CcTdPIeNaSqCXayDWRkq,2012,9999,0,1,158,111,-4,Major,5,7B,73,64,67,19,0,36,5
"next to me - live from spotify nyc, usa/2012",emeli sandé,4Y1ZvAbetcpZsmedL9uhmR,2012,9999,0,1,220,92,-8,Major,7,9B,29,48,40,80,0,10,7
